Customer,Customer_Internal_ID,Frame,Item_Internal_ID,Sales_Price,Process,Step_Process,Coating,Foil_Material,Foil_Thickness,Colour,Attribute_Cost,Base_Cost
Poly Electronics (IN),116117,29 x 29 SpaceSaver,78573,370.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,207.0
Pinnacle Technology Group Inc (U),8041,29 x 29 SpaceSaver,78573,430.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,267.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,455.256770490823,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,292.256770490823
Aimtron Corporation,6172,29 x 29 SpaceSaver,78573,370.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,207.0
NeoTech (CO) (AKA Oncore Mfg) (PS),42138,29 x 29 SpaceSaver,78573,430.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,267.0
Sensorworx,32344,29 x 29 SpaceSaver,78573,375.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,212.0
Plexus Manufacturing Solutions (ID),17335,29 x 29 SpaceSaver,78573,375.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,212.0
Flextronics America LLC (Austin),5086,29 x 29 SpaceSaver,78573,349.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,186.0
Universal Avionics (AZ) (U),25862,29 x 29 SpaceSaver,78573,413.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,250.0
"CesiumAstro, Inc -TX",54886,29 x 29 SpaceSaver,78573,368.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,205.0
MIS Electronics Inc,670,29 x 29 SpaceSaver,78573,351.228552639445,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,188.228552639445
Delta Intelligent Building Technologies Inc,340,29 x 29 SpaceSaver,78573,366.17444849644266,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,203.17444849644266
Creation Technologies (CO)(PS) (formerly Computrol (CO) - (U)(PS),46470,29 x 29 SpaceSaver,78573,370.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,207.0
"Elan Industries, Inc",34106,29 x 29 SpaceSaver,78573,370.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,207.0
Rockwell Automation (WI),19275,29 x 29 SpaceSaver,78573,360.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,197.0
Flextronics America LLC (Austin),5086,29 x 29 SpaceSaver,78573,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-163.0
"Crestron Electronics, Inc",21735,29 x 29 SpaceSaver,78573,350.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,187.0
Vexos (Markham),426,29 x 29 SpaceSaver,78573,313.86381299695086,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,150.86381299695086
Acorn Assembly - WI (SlingShot Assembly/Formerly  BEI Electronics) (WI) (U),2584,29 x 29 SpaceSaver,78573,440.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,277.0
Grass Valley Canada,668,29 x 29 SpaceSaver,78573,261.55317749745905,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,98.55317749745905
Celestica International LP,1560,29 x 29 SpaceSaver,78573,317.60028696120025,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,154.60028696120025
InCap Electronics US (Pennatronics Corporation),21995,29 x 29 SpaceSaver,78573,450.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,287.0
Evertz Microsystems,432,29 x 29 SpaceSaver,78573,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-163.0
Electronic Instrumentation and Technology LLC (U),1489,29 x 29 SpaceSaver,78573,360.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,197.0
Megaforce Corporation,12187,29 x 29 SpaceSaver,78573,330.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,167.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,446.32629879834974,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,283.32629879834974
BAE Systems (Huron Campus) Endicott NY,21703,29 x 29 SpaceSaver,78573,442.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,279.0
Sanmina - WI,11400,29 x 29 SpaceSaver,78573,470.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,307.0
Grote Electronics,489,29 x 29 SpaceSaver,78573,425.2107371315834,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,262.2107371315834
"Connect Tech, Inc",9827,29 x 29 SpaceSaver,78573,336.28265678244736,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,173.28265678244736
Teledyne Advanced Electronic Solutions,6155,29 x 29 SpaceSaver,78573,360.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,197.0
"Dynamic Source Mfg. Inc. : DSM Arizona, Inc",6448,29 x 29 SpaceSaver,78573,425.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,262.0
NORTHROP GRUMMAN GUIDANCE & CONTROL (PS),42204,29 x 29 SpaceSaver,78573,425.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,262.0
East West QC (Mirabel),35020,29 x 29 SpaceSaver,78573,358.70150056794387,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,195.70150056794387
ACDi (VA),1533405,29 x 29 SpaceSaver,78573,360.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,197.0
"GABLES ENGINEERING, INC",2067929,29 x 29 SpaceSaver,78573,370.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,207.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,444.9847551862256,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,281.9847551862256
PCTEL Connected Solutions (U),25194,29 x 29 SpaceSaver,78573,425.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,262.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,451.5806779458358,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,288.5806779458358
Flextronics America LLC (Austin),5086,29 x 29 SpaceSaver,78573,698.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,535.0
United Innovative Solutions corp (Y2K Electronics),11648,29 x 29 SpaceSaver,78573,385.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,222.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,453.1918455192202,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,290.1918455192202
"QORVO US Inc, (TX)",12766,29 x 29 SpaceSaver,78573,375.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,212.0
Valley Services Electronics (NV),3739517,29 x 29 SpaceSaver,78573,340.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,177.0
InCap Electronics US (Pennatronics Corporation),21995,29 x 29 SpaceSaver,78573,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-163.0
Jabil (Avigilon USA Manufacturing Corporation / Motorola Solutions) (TX),29730,29 x 29 SpaceSaver,78573,455.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,292.0
Veeder-Root Company (PA),423117,29 x 29 SpaceSaver,78573,380.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,217.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,456.92712381180104,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,293.92712381180104
Torontronics,13952,29 x 29 SpaceSaver,78573,301.4587194356428,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,138.45871943564282
Megaforce Corporation,12187,29 x 29 SpaceSaver,78573,360.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,197.0
TTM Tech,1520,29 x 29 SpaceSaver,78573,370.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,207.0
Accelerated Assemblies Inc,21675,29 x 29 SpaceSaver,78573,345.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,182.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,456.57200932623874,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,293.57200932623874
Sanmina NPI,839,29 x 29 SpaceSaver,78573,459.0972678902371,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,296.0972678902371
"Green Light Manufacturing, LLC",16501,29 x 29 SpaceSaver,78573,375.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,212.0
Valley Services Electronics (NV),3739517,29 x 29 SpaceSaver,78573,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-163.0
Nova Biomatique Inc,32335,29 x 29 SpaceSaver,78573,310.12733903270146,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,147.12733903270146
Broy Engineering Ltd,219,29 x 29 SpaceSaver,78573,354.9650266036944,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,191.9650266036944
Laytec Design & Consulting Inc,19176,29 x 29 SpaceSaver,78573,301.4587194356428,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,138.45871943564282
Nova Biomatique Inc,32335,29 x 29 SpaceSaver,78573,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-163.0
"BSU INC, a New York company (TX)",53157,29 x 29 SpaceSaver,78573,347.5,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,184.5
STIM Canada,925,29 x 29 SpaceSaver,78573,351.228552639445,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,188.228552639445
IPG Photonics Corporation,17659,29 x 29 SpaceSaver,78573,524.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,361.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,461.95133616308937,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,298.95133616308937
"BSU INC, a New York company (TX)",53157,29 x 29 SpaceSaver,78573,368.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,205.0
Singularity Electronics Systems(U),9761,29 x 29 SpaceSaver,78573,380.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,217.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,461.6784241047406,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,298.6784241047406
Meatec Inc,641,29 x 29 SpaceSaver,78573,358.70150056794387,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,195.70150056794387
Sanmina NPI,839,29 x 29 SpaceSaver,78573,465.81813833921177,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,302.81813833921177
Biamp Systems,30153,29 x 29 SpaceSaver,78573,413.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,250.0
Wesko Lock Ltd,34662,29 x 29 SpaceSaver,78573,298.9179171399532,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,135.9179171399532
Valtronic Technologies (USA) Inc,8638,29 x 29 SpaceSaver,78573,413.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,250.0
"BSU INC, a New York company (TX)",53157,29 x 29 SpaceSaver,78573,2.5,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-160.5
"BSU INC, a New York company (TX)",53157,29 x 29 SpaceSaver,78573,23.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-140.0
"Boyd Engineering, LLC/Boyd Manufacturing, LLC  (MI)",48309,29 x 29 SpaceSaver,78573,410.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,247.0
Grass Valley Canada,668,29 x 29 SpaceSaver,78573,246.6647403325042,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,83.66474033250421
"BSU INC, a New York company (TX)",53157,29 x 29 SpaceSaver,78573,340.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,177.0
Flextronics America LLC (Austin),5086,29 x 29 SpaceSaver,78573,375.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,212.0
Vexos (Markham),426,29 x 29 SpaceSaver,78573,353.08295687595603,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,190.08295687595603
Sanmina NPI,839,29 x 29 SpaceSaver,78573,446.7693261824053,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,283.7693261824053
East West QC (Mirabel),35020,29 x 29 SpaceSaver,78573,338.28307245600575,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,175.28307245600575
Evertz Microsystems,432,29 x 29 SpaceSaver,78573,264.2836503562545,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,101.2836503562545
"Connect Tech, Inc",9827,29 x 29 SpaceSaver,78573,317.1403804275054,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,154.14038042750542
ADVANCED ELECTRONIC TECHNOLOGY,2049824,29 x 29 SpaceSaver,78573,375.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,212.0
Sypris Electronics,11956,29 x 29 SpaceSaver,78573,413.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,250.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,446.31038881410666,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,283.31038881410666
Vexos (Markham),426,29 x 29 SpaceSaver,78573,295.997688399005,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,132.99768839900503
Meatec Inc,641,29 x 29 SpaceSaver,78573,338.28307245600575,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,175.28307245600575
Sanmina NPI,839,29 x 29 SpaceSaver,78573,446.9088679497934,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,283.9088679497934
SpaceX (WA),1420865,29 x 29 SpaceSaver,78573,350.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,187.0
Poly Electronics (IN),116117,29 x 29 SpaceSaver,78573,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-163.0
Creation Technologies Idaho (formerly Computrol (ID),25454,29 x 29 SpaceSaver,78573,370.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,207.0
Digico Electronics Manufacturing,14722,29 x 29 SpaceSaver,78573,299.5214704037551,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,136.52147040375507
L3 Harris  (NJ),30671,29 x 29 SpaceSaver,78573,380.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,217.0
Nova Biomatique Inc,32335,29 x 29 SpaceSaver,78573,292.473906394255,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,129.47390639425498
Sanmina NPI,839,29 x 29 SpaceSaver,78573,440.77833296920943,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,277.77833296920943
Qualitel Corporation,10961,29 x 29 SpaceSaver,78573,390.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,227.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,447.75232041045035,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,284.75232041045035
Indak Mfg Corp,31670,29 x 29 SpaceSaver,78573,389.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,226.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,447.4298238813756,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,284.4298238813756
Vexos (Markham),426,29 x 29 SpaceSaver,78573,372.1113797016063,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,209.11137970160632
Sanmina NPI,839,29 x 29 SpaceSaver,78573,447.1755477719129,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,284.1755477719129
Sanmina NPI,839,29 x 29 SpaceSaver,78573,445.2219630284794,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,282.2219630284794
STIM Canada,925,29 x 29 SpaceSaver,78573,331.23550844650566,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,168.23550844650566
"Star Precision, LP (TX)",3183241,29 x 29 SpaceSaver,78573,400.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,237.0
​Outroar LLC (AZ),45924,29 x 29 SpaceSaver,78573,400.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,237.0
Flextronics America LLC (Austin),5086,29 x 29 SpaceSaver,78573,475.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,312.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,445.54445955755415,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,282.54445955755415
Sanmina NPI,839,29 x 29 SpaceSaver,78573,442.2915859133293,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,279.2915859133293
Sanmina NPI,839,29 x 29 SpaceSaver,78573,430.54216909925105,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,267.54216909925105
Sanmina NPI,839,29 x 29 SpaceSaver,78573,430.7716377834004,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,267.7716377834004
Wilcox Industries Corporation,2485721,29 x 29 SpaceSaver,78573,400.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,237.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,427.83815974008604,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,264.83815974008604
Sanmina NPI,839,29 x 29 SpaceSaver,78573,428.07383028056375,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,265.07383028056375
Prescient Wireless Inc,35915,29 x 29 SpaceSaver,78573,400.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,237.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,546.482772229779,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,383.482772229779
Sanmina NPI,839,29 x 29 SpaceSaver,78573,428.26608782674293,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,265.26608782674293
M.P.I.Q.C. Inc,100,29 x 29 SpaceSaver,78573,281.9025603800048,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,118.90256038000479
"Creation Technologies, TX (U)",1199,29 x 29 SpaceSaver,78573,370.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,207.0
Plexus Manufacturing Solutions (WI) (U),8155,29 x 29 SpaceSaver,78573,336.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,173.0
Plexus Manufacturing Solutions (WI) (U),8155,29 x 29 SpaceSaver,78573,376.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,213.0
Rockwell Automation(OH-U),9109,29 x 29 SpaceSaver,78573,360.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,197.0
Sunsel System,933,29 x 29 SpaceSaver,78573,377.04467450825643,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,214.04467450825643
Dormakaba Canada Inc,570,29 x 29 SpaceSaver,78573,281.9025603800048,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,118.90256038000479
Sanmina NPI,839,29 x 29 SpaceSaver,78573,433.5903814846401,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,270.5903814846401
DICA Electronics Ltd,354,29 x 29 SpaceSaver,78573,343.21636726265587,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,180.21636726265587
SMT Assy. Electronique,888,29 x 29 SpaceSaver,78573,317.1403804275054,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,154.14038042750542
Delta Intelligent Building Technologies Inc,340,29 x 29 SpaceSaver,78573,345.3306364655059,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,182.3306364655059
Sanmina NPI,839,29 x 29 SpaceSaver,78573,428.10483956220554,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,265.10483956220554
Sanmina NPI,839,29 x 29 SpaceSaver,78573,428.6692084880863,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,265.6692084880863
Surya Electronics (U),2637,29 x 29 SpaceSaver,78573,413.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,250.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,424.1635598655327,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,261.1635598655327
Musco Sports Lighting,13986,29 x 29 SpaceSaver,78573,402.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,239.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,424.0519264516222,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,261.0519264516222
Sealevel,1431835,29 x 29 SpaceSaver,78573,410.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,247.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,424.28139513577156,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,261.28139513577156
Dormakaba Canada Inc,570,29 x 29 SpaceSaver,78573,264.2836503562545,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,101.2836503562545
Sanmina NPI,839,29 x 29 SpaceSaver,78573,423.25188698526375,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,260.25188698526375
Sanmina NPI,839,29 x 29 SpaceSaver,78573,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-163.0
EI Microcircuits. (1651 Pohl Road)(MN) (U),20011,29 x 29 SpaceSaver,78573,390.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,227.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,423.7170262098908,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,260.7170262098908
Sanmina NPI,839,29 x 29 SpaceSaver,78573,425.2395819385032,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,262.2395819385032
Flextronics America LLC (Austin),5086,29 x 29 SpaceSaver,78573,750.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,587.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,425.2209763695181,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,262.2209763695181
Motorola Solutions -AB589 (GOVERNMENT)  (Schaumburg),24921,29 x 29 SpaceSaver,78573,420.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,257.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,424.20077100350284,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,261.20077100350284
Microart Services Inc,654,29 x 29 SpaceSaver,78573,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-163.0
Plexus Manufacturing Solutions (ID),17335,29 x 29 SpaceSaver,78573,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-163.0
Calian GNSS Ltd,3864463,29 x 29 SpaceSaver,78573,369.9971104987563,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,206.99711049875629
JLS Electronics,18202,29 x 29 SpaceSaver,78573,299.5214704037551,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,136.52147040375507
i2 Systems,21778,29 x 29 SpaceSaver,78573,420.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,257.0
OUM LLC dba Best Global Source,21829,29 x 29 SpaceSaver,78573,425.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,262.0
Mircom Technologies Ltd,669,29 x 29 SpaceSaver,78573,334.7592904512557,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,171.7592904512557
Sanmina NPI,839,29 x 29 SpaceSaver,78573,328.04310290148226,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,165.04310290148226
Sanmina NPI,839,29 x 29 SpaceSaver,78573,425.53106918593613,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,262.53106918593613
Celestica International LP,1560,29 x 29 SpaceSaver,78573,299.5214704037551,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,136.52147040375507
Laytec Design & Consulting Inc,19176,29 x 29 SpaceSaver,78573,284.2987321432348,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,121.29873214323482
Flextronics America LLC (Austin),5086,29 x 29 SpaceSaver,78573,50.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,-113.0
Sanmina NPI,839,29 x 29 SpaceSaver,78573,421.1773660434273,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,258.1773660434273
"Nova Engineering, Inc. (PS)",46545,29 x 29 SpaceSaver,78573,425.0,Lasercut,None,Advanced Nano,PHD,4.0,Silver,163.0,262.0
L3 Harris  (NJ),30671,29 x 29 SpaceSaver,452002,1500.0,Lasercut,None,BluPrint,PHD,4.0,Silver,1500.0,0.0
TCS Electronics,19223,29 x 29 SpaceSaver,104945,283.0,Lasercut,None,None,PHD,4.0,Green,0.0,283.0
Creation Technologies (CO)(PS) (formerly Computrol (CO) - (U)(PS),46470,29 x 29 SpaceSaver,104945,203.0,Lasercut,None,None,PHD,4.0,Green,0.0,203.0
Surya Electronics (U),2637,29 x 29 SpaceSaver,104945,215.0,Lasercut,None,None,PHD,4.0,Green,0.0,215.0
Touchpad Electronics LLC,23991,29 x 29 SpaceSaver,104945,180.0,Lasercut,None,None,PHD,4.0,Green,0.0,180.0
"Boyd Engineering, LLC/Boyd Manufacturing, LLC  (MI)",48309,29 x 29 SpaceSaver,104945,235.0,Lasercut,None,None,PHD,4.0,Green,0.0,235.0
Sanmina-Sci Corporation (Dallas),19111,29 x 29 SpaceSaver,104945,235.0,Lasercut,None,None,PHD,4.0,Green,0.0,235.0
Gen Pack Assembly Services Inc,19040,29 x 29 SpaceSaver,104945,186.82369821247076,Lasercut,None,None,PHD,4.0,Green,0.0,186.82369821247076
Creation Technologies (CO)(PS) (formerly Computrol (CO) - (U)(PS),46470,29 x 29 SpaceSaver,104945,0.0,Lasercut,None,None,PHD,4.0,Green,0.0,0.0
IPS Assembly Corp (MI),29471,29 x 29 SpaceSaver,104945,205.0,Lasercut,None,None,PHD,4.0,Green,0.0,205.0
Janco Electronics (U),1319,29 x 29 SpaceSaver,104945,200.0,Lasercut,None,None,PHD,4.0,Green,0.0,200.0
Surya Electronics (U),2637,29 x 29 SpaceSaver,104945,0.0,Lasercut,None,None,PHD,4.0,Green,0.0,0.0
"MacroFab, Inc",42706,29 x 29 SpaceSaver,104945,248.4,Lasercut,None,None,PHD,4.0,Green,0.0,248.4
Janco Electronics (U),1319,29 x 29 SpaceSaver,104945,0.0,Lasercut,None,None,PHD,4.0,Green,0.0,0.0
Touchpad Electronics LLC,23991,29 x 29 SpaceSaver,104945,0.0,Lasercut,None,None,PHD,4.0,Green,0.0,0.0
"MacroFab, Inc",42706,29 x 29 SpaceSaver,104945,195.0,Lasercut,None,None,PHD,4.0,Green,0.0,195.0
Libra Industries (TX),30579,29 x 29 SpaceSaver,104945,0.0,Lasercut,None,None,PHD,4.0,Green,0.0,0.0
Gen Pack Assembly Services Inc,19040,29 x 29 SpaceSaver,104945,176.189100237503,Lasercut,None,None,PHD,4.0,Green,0.0,176.189100237503
Creation Technologies (MN-U),9215,29 x 29 SpaceSaver,104945,245.0,Lasercut,None,None,PHD,4.0,Green,0.0,245.0
Molex LLC (IL) (U),14432,29 x 29 SpaceSaver,104945,215.0,Lasercut,None,None,PHD,4.0,Green,0.0,215.0
Tracer Inc. (CO)(PS),46650,29 x 29 SpaceSaver,104945,215.0,Lasercut,None,None,PHD,4.0,Green,0.0,215.0
Libra Industries (TX),30579,29 x 29 SpaceSaver,104945,179.0,Lasercut,None,None,PHD,4.0,Green,0.0,179.0
Curtis Instruments - Puerto Rico,32372,29 x 29 SpaceSaver,104945,227.0,Lasercut,None,None,PHD,4.0,Green,0.0,227.0
Acuity Brands - IN,21241,29 x 29 SpaceSaver,104945,209.0,Lasercut,None,None,PHD,4.0,Green,0.0,209.0
